parasite_index,connected_localities
26338,Europe
25361,Europe
26339,Europe
21040,Europe
6286,Asia
5868,Europe
27883,Europe
21302,Atlantic Ocean
21548,Atlantic Ocean
21541,Europe
23166,Europe
26336,Europe
25293,Europe
25231,Europe
23225,Europe
514,Europe
5865,Europe
4730,Europe
3920,Europe
5953,Europe
5973,Europe
3557,Europe
14870,Europe
22160,Europe
787,North America
815,North America
17140,North America
1986,Europe
6327,Europe
6736,Europe
5667,Asia
14834,Europe
13346,Europe
21785,Europe
26333,Europe
25262,Europe
26334,Europe
6477,Asia
9266,Europe
14865,Europe
23164,Europe
30490,North America
5346,North America
15679,Europe
15681,Europe
18520,Europe
23116,North America
23386,North America
26620,North America
29735,Pacific Ocean
6007,Europe
10631,Europe
11798,Europe
25856,Europe
25860,Europe
29994,Europe
522,Atlantic Ocean
20707,Atlantic Ocean
20910,Atlantic Ocean
21037,Atlantic Ocean
21209,Atlantic Ocean
21210,Atlantic Ocean
21759,Atlantic Ocean
525,Atlantic Ocean
3118,Europe
4074,North America
6679,Europe
8113,Europe
8125,Europe
9833,Europe
15430,Europe
15520,Europe
15017,Europe
10325,North America
19739,Europe
20572,North America
20573,North America
20839,North America
26354,North America
20836,North America
26393,Asia
26395,North America
21280,Europe
26419,Europe
22869,Europe
26454,North America
26365,North America
20574,North America
6654,North America
12840,South America
21687,South America
22740,North America
22743,South America
20230,South America
22886,South America
23048,South America
25192,South America
28023,South America
28024,South America
28025,South America
28026,North America
28028,South America
28103,South America
28469,South America
531,Atlantic Ocean
614,Atlantic Ocean
20671,Atlantic Ocean
533,Atlantic Ocean
15415,North America
26345,North America
4049,Atlantic Ocean
10850,Atlantic Ocean
20544,Atlantic Ocean
20894,Atlantic Ocean
21394,Pacific Ocean
4226,Atlantic Ocean
4244,Atlantic Ocean
20541,Atlantic Ocean
20595,Atlantic Ocean
19814,Atlantic Ocean
19985,Atlantic Ocean
4039,Atlantic Ocean
4207,Pacific Ocean
9510,Atlantic Ocean
10561,Europe
21049,Pacific Ocean
21051,Europe
21894,Europe
21902,Atlantic Ocean
20006,Atlantic Ocean
20861,Europe
20875,Europe
21607,Europe
1796,Atlantic Ocean
4224,Atlantic Ocean
10753,Atlantic Ocean
10755,Atlantic Ocean
10944,Atlantic Ocean
10945,Atlantic Ocean
20594,Atlantic Ocean
20596,Atlantic Ocean
20837,Atlantic Ocean
21108,Atlantic Ocean
21462,Atlantic Ocean
22062,Atlantic Ocean
28875,Atlantic Ocean
29530,Atlantic Ocean
3968,Atlantic Ocean
20426,Atlantic Ocean
19677,Atlantic Ocean
20719,Atlantic Ocean
20721,Pacific Ocean
20979,Atlantic Ocean
21072,Atlantic Ocean
21097,Atlantic Ocean
21397,Atlantic Ocean
21708,Atlantic Ocean
21711,Atlantic Ocean
21869,Atlantic Ocean
21875,Atlantic Ocean
4245,Atlantic Ocean
10757,Atlantic Ocean
10666,Atlantic Ocean
10668,Atlantic Ocean
10930,Atlantic Ocean
10960,Pacific Ocean
16621,Atlantic Ocean
831,Atlantic Ocean
855,Atlantic Ocean
3897,Atlantic Ocean
3918,Atlantic Ocean
10595,Atlantic Ocean
10657,Atlantic Ocean
10710,Atlantic Ocean
10814,Atlantic Ocean
10865,Atlantic Ocean
20392,Atlantic Ocean
20549,Atlantic Ocean
20724,Atlantic Ocean
20735,Atlantic Ocean
20896,Atlantic Ocean
20961,Atlantic Ocean
21074,Atlantic Ocean
21104,Atlantic Ocean
21343,Atlantic Ocean
21349,Atlantic Ocean
21350,Atlantic Ocean
21513,Atlantic Ocean
19437,Atlantic Ocean
21899,Atlantic Ocean
4011,Pacific Ocean
10801,Atlantic Ocean
10905,Atlantic Ocean
20558,Atlantic Ocean
19788,Atlantic Ocean
20720,Atlantic Ocean
21709,Atlantic Ocean
3926,Atlantic Ocean
4233,Atlantic Ocean
10941,Atlantic Ocean
14919,Atlantic Ocean
20555,Atlantic Ocean
20556,Atlantic Ocean
20657,Atlantic Ocean
21710,Atlantic Ocean
21717,Atlantic Ocean
21817,Atlantic Ocean
29014,Atlantic Ocean
27276,Atlantic Ocean
29595,Atlantic Ocean
29792,Atlantic Ocean
10667,Atlantic Ocean
21461,Atlantic Ocean
21907,Atlantic Ocean
29945,Atlantic Ocean
2504,Pacific Ocean
4135,Pacific Ocean
10794,Atlantic Ocean
10888,Pacific Ocean
20715,Pacific Ocean
20716,Pacific Ocean
20722,Pacific Ocean
21047,Pacific Ocean
21054,Pacific Ocean
21290,Pacific Ocean
21346,Pacific Ocean
21556,Pacific Ocean
21903,Pacific Ocean
25018,Pacific Ocean
25066,Pacific Ocean
27307,Pacific Ocean
27319,Pacific Ocean
27322,Pacific Ocean
27324,Pacific Ocean
22328,Pacific Ocean
27330,Pacific Ocean
27334,Pacific Ocean
27523,Pacific Ocean
27658,Pacific Ocean
29130,Pacific Ocean
22322,Pacific Ocean
29135,Pacific Ocean
29139,Pacific Ocean
22326,Pacific Ocean
29142,Pacific Ocean
20718,Pacific Ocean
29147,Pacific Ocean
25478,Pacific Ocean
29149,Pacific Ocean
29150,Pacific Ocean
29153,Pacific Ocean
29158,Pacific Ocean
29160,Pacific Ocean
29163,Pacific Ocean
29164,Pacific Ocean
29166,Pacific Ocean
29168,Pacific Ocean
29169,Pacific Ocean
20731,Pacific Ocean
22360,Pacific Ocean
25036,Pacific Ocean
22361,Pacific Ocean
22362,Pacific Ocean
29566,Pacific Ocean
29709,Pacific Ocean
21868,Atlantic Ocean
3821,Pacific Ocean
10842,Indian Ocean
10864,Indian Ocean
18239,Pacific Ocean
19857,Pacific Ocean
19860,Pacific Ocean
20498,Atlantic Ocean
20526,Pacific Ocean
20713,Pacific Ocean
21050,Pacific Ocean
21053,Pacific Ocean
21545,Indian Ocean
21879,Indian Ocean
21904,Pacific Ocean
25010,Pacific Ocean
25019,Indian Ocean
25067,Pacific Ocean
25070,Pacific Ocean
25097,Pacific Ocean
25098,Indian Ocean
25100,Pacific Ocean
27233,Indian Ocean
27296,Indian Ocean
27315,Indian Ocean
27450,Indian Ocean
27639,Indian Ocean
27654,Indian Ocean
27659,Indian Ocean
27660,Indian Ocean
29091,Pacific Ocean
29114,Pacific Ocean
29115,Pacific Ocean
27316,Pacific Ocean
22323,Pacific Ocean
29136,Atlantic Ocean
29140,Pacific Ocean
29141,Pacific Ocean
29144,Pacific Ocean
29146,Pacific Ocean
29151,Atlantic Ocean
29152,Indian Ocean
29161,Pacific Ocean
29165,Pacific Ocean
29167,Pacific Ocean
25022,Pacific Ocean
20814,Pacific Ocean
29360,Indian Ocean
29559,Indian Ocean
29710,Pacific Ocean
29937,Pacific Ocean
559,Atlantic Ocean
560,Atlantic Ocean
727,Atlantic Ocean
4031,Atlantic Ocean
9522,Atlantic Ocean
10626,Atlantic Ocean
10646,Atlantic Ocean
19424,Atlantic Ocean
19415,Atlantic Ocean
19387,Atlantic Ocean
19401,Atlantic Ocean
21363,Atlantic Ocean
21579,Atlantic Ocean
21582,Atlantic Ocean
21621,Atlantic Ocean
21883,Atlantic Ocean
10628,Atlantic Ocean
563,Atlantic Ocean
21196,Atlantic Ocean
741,Atlantic Ocean
2556,Pacific Ocean
21558,Pacific Ocean
21635,Atlantic Ocean
10620,Atlantic Ocean
3678,Pacific Ocean
3935,Atlantic Ocean
7529,Atlantic Ocean
3677,Pacific Ocean
29939,Pacific Ocean
20395,Atlantic Ocean
3809,Atlantic Ocean
3896,Atlantic Ocean
4095,Atlantic Ocean
10806,Atlantic Ocean
10837,Atlantic Ocean
20477,Atlantic Ocean
20821,Atlantic Ocean
4143,South America
10674,Atlantic Ocean
10678,Atlantic Ocean
10698,Atlantic Ocean
10713,Atlantic Ocean
10717,Pacific Ocean
10723,Atlantic Ocean
19689,Atlantic Ocean
20471,Atlantic Ocean
20527,Atlantic Ocean
20767,Atlantic Ocean
20769,Atlantic Ocean
21201,Atlantic Ocean
21414,Atlantic Ocean
21438,Atlantic Ocean
21447,Atlantic Ocean
21474,Atlantic Ocean
10847,Atlantic Ocean
10112,Indian Ocean
21091,Atlantic Ocean
7407,Indian Ocean
7481,Indian Ocean
581,Atlantic Ocean
8005,Europe
10573,Atlantic Ocean
15675,Atlantic Ocean
3250,Asia
25328,Europe
30282,Europe
587,North America
18247,North America
18271,North America
19152,North America
8576,Pacific Ocean
10565,Europe
18246,Europe
20050,Pacific Ocean
20959,Europe
21649,Atlantic Ocean
21650,Europe
10567,Europe
10857,Europe
21860,Atlantic Ocean
21525,Atlantic Ocean
10688,Atlantic Ocean
3879,Europe
18551,Europe
21774,Europe
10811,Atlantic Ocean
10637,Atlantic Ocean
10638,Atlantic Ocean
20987,Atlantic Ocean
3701,Atlantic Ocean
20670,Atlantic Ocean
20756,Pacific Ocean
21552,Atlantic Ocean
21606,Pacific Ocean
775,Pacific Ocean
7526,Atlantic Ocean
21668,Atlantic Ocean
27644,Atlantic Ocean
10654,Atlantic Ocean
21172,Atlantic Ocean
612,Atlantic Ocean
21173,Atlantic Ocean
21818,Atlantic Ocean
20600,Atlantic Ocean
2799,Atlantic Ocean
4113,Atlantic Ocean
821,Atlantic Ocean
21423,Atlantic Ocean
20459,Atlantic Ocean
20757,Atlantic Ocean
20764,Atlantic Ocean
20855,Atlantic Ocean
21060,Atlantic Ocean
29375,Atlantic Ocean
1788,North America
10950,Atlantic Ocean
20464,Atlantic Ocean
21006,Atlantic Ocean
21068,Atlantic Ocean
21187,North America
21443,Pacific Ocean
25547,Pacific Ocean
25608,Pacific Ocean
10810,North America
13016,North America
20545,Atlantic Ocean
818,North America
10890,North America
15458,North America
23403,North America
10036,Atlantic Ocean
10703,Atlantic Ocean
3957,Atlantic Ocean
10712,Atlantic Ocean
20557,Atlantic Ocean
21096,Atlantic Ocean
882,Atlantic Ocean
3706,Pacific Ocean
5754,Asia
22297,Pacific Ocean
22457,Indian Ocean
24978,Pacific Ocean
29009,Pacific Ocean
25518,Pacific Ocean
21738,Pacific Ocean
24948,Pacific Ocean
25537,Pacific Ocean
636,Atlantic Ocean
21385,Atlantic Ocean
21437,Atlantic Ocean
21441,Atlantic Ocean
638,Pacific Ocean
769,Pacific Ocean
770,Pacific Ocean
28924,Pacific Ocean
29002,Pacific Ocean
29335,Pacific Ocean
19687,Pacific Ocean
20673,Pacific Ocean
20998,Atlantic Ocean
21354,Pacific Ocean
21355,Atlantic Ocean
21547,Atlantic Ocean
21659,Pacific Ocean
6639,Europe
16976,Europe
27877,Europe
652,Europe
10610,Atlantic Ocean
21820,Europe
3815,Atlantic Ocean
20844,Atlantic Ocean
3715,Atlantic Ocean
3732,Europe
21136,Europe
20561,North America
8807,Pacific Ocean
18258,Pacific Ocean
28850,Pacific Ocean
28853,Pacific Ocean
29236,Pacific Ocean
29565,Pacific Ocean
29692,Pacific Ocean
29744,Pacific Ocean
29763,Pacific Ocean
29827,Pacific Ocean
29893,Pacific Ocean
805,Europe
21782,North America
28945,Pacific Ocean
29441,Pacific Ocean
18300,Pacific Ocean
28899,Pacific Ocean
29843,Pacific Ocean
21675,Pacific Ocean
28975,Pacific Ocean
28898,Pacific Ocean
14664,Atlantic Ocean
21683,Atlantic Ocean
20876,Atlantic Ocean
1847,Asia
1835,North America
8811,Pacific Ocean
14637,Pacific Ocean
15173,Asia
26024,Asia
1460,Europe
21095,Atlantic Ocean
21158,Indian Ocean
21193,Pacific Ocean
21571,Atlantic Ocean
2539,Pacific Ocean
14633,Pacific Ocean
18354,Pacific Ocean
29729,Pacific Ocean
10639,Atlantic Ocean
10765,Atlantic Ocean
15719,Atlantic Ocean
20448,Atlantic Ocean
20563,Atlantic Ocean
3852,Atlantic Ocean
3855,Atlantic Ocean
3856,Atlantic Ocean
4133,Atlantic Ocean
10924,Atlantic Ocean
14722,Atlantic Ocean
16573,Atlantic Ocean
16575,Atlantic Ocean
6010,Europe
13615,North America
26676,North America
1900,Asia
2607,Asia
14310,North America
15145,North America
15208,North America
15209,North America
15316,Asia
30050,North America
3705,Atlantic Ocean
10583,Atlantic Ocean
10683,Pacific Ocean
28837,Pacific Ocean
28847,Pacific Ocean
28876,Pacific Ocean
28910,Pacific Ocean
29541,Pacific Ocean
28865,Pacific Ocean
15810,Europe
20676,Europe
21069,Europe
3699,Atlantic Ocean
20517,Europe
21787,Europe
715,Atlantic Ocean
20664,Atlantic Ocean
717,Atlantic Ocean
721,Atlantic Ocean
21344,Atlantic Ocean
723,Europe
3910,Europe
21134,Europe
21163,Europe
3997,Indian Ocean
21887,Indian Ocean
27439,Indian Ocean
729,Pacific Ocean
20580,Pacific Ocean
20581,Pacific Ocean
20582,Pacific Ocean
20583,Pacific Ocean
20659,Pacific Ocean
20682,Pacific Ocean
20823,Indian Ocean
20824,Indian Ocean
19818,Atlantic Ocean
21000,Atlantic Ocean
21452,Indian Ocean
21754,Pacific Ocean
1006,Atlantic Ocean
1191,Atlantic Ocean
1238,Atlantic Ocean
2544,Atlantic Ocean
3909,Atlantic Ocean
4417,Atlantic Ocean
10096,Atlantic Ocean
10940,Atlantic Ocean
16748,Atlantic Ocean
20662,Atlantic Ocean
20709,Atlantic Ocean
21733,Atlantic Ocean
21757,Atlantic Ocean
22111,North America
22284,Atlantic Ocean
22372,Atlantic Ocean
22441,Pacific Ocean
22443,Atlantic Ocean
22470,Atlantic Ocean
23927,Atlantic Ocean
24150,Atlantic Ocean
24151,Atlantic Ocean
24604,Atlantic Ocean
24641,Atlantic Ocean
24757,Atlantic Ocean
25015,Atlantic Ocean
25111,Atlantic Ocean
25397,Atlantic Ocean
25414,Atlantic Ocean
25469,Atlantic Ocean
25845,Africa
24190,Asia
26753,Asia
22471,Asia
21837,Atlantic Ocean
24816,Atlantic Ocean
28829,Atlantic Ocean
24852,Atlantic Ocean
28979,Atlantic Ocean
29129,Atlantic Ocean
22353,Pacific Ocean
21034,Atlantic Ocean
29371,Atlantic Ocean
29724,Atlantic Ocean
29850,Atlantic Ocean
29851,Atlantic Ocean
27650,Pacific Ocean
30242,Atlantic Ocean
20597,Atlantic Ocean
20650,Atlantic Ocean
20856,Atlantic Ocean
21033,Atlantic Ocean
21065,Atlantic Ocean
21492,Atlantic Ocean
21543,Atlantic Ocean
21730,North America
738,Atlantic Ocean
740,Atlantic Ocean
2581,Atlantic Ocean
2583,Atlantic Ocean
2586,Atlantic Ocean
3858,Atlantic Ocean
8688,Atlantic Ocean
10604,Atlantic Ocean
10629,Pacific Ocean
14661,Atlantic Ocean
20394,Atlantic Ocean
20607,Indian Ocean
20665,Atlantic Ocean
20730,Atlantic Ocean
21105,Pacific Ocean
21107,Atlantic Ocean
21179,Atlantic Ocean
21339,Atlantic Ocean
21345,Atlantic Ocean
21365,Atlantic Ocean
21399,Atlantic Ocean
24706,Indian Ocean
25003,Atlantic Ocean
25482,Atlantic Ocean
27224,Atlantic Ocean
27245,Atlantic Ocean
28931,Pacific Ocean
28934,Atlantic Ocean
28952,Atlantic Ocean
29447,Atlantic Ocean
29449,Atlantic Ocean
29469,Atlantic Ocean
29471,Atlantic Ocean
27487,Indian Ocean
29532,Atlantic Ocean
29557,Atlantic Ocean
29577,Atlantic Ocean
29614,Atlantic Ocean
28913,Pacific Ocean
746,Atlantic Ocean
3885,Atlantic Ocean
10676,Atlantic Ocean
20813,Atlantic Ocean
21232,Atlantic Ocean
21311,Atlantic Ocean
21641,Atlantic Ocean
21816,Atlantic Ocean
21827,Atlantic Ocean
21864,Atlantic Ocean
21876,Atlantic Ocean
29018,Pacific Ocean
21822,Atlantic Ocean
20416,Atlantic Ocean
21670,Atlantic Ocean
21672,Atlantic Ocean
21771,Atlantic Ocean
10722,Atlantic Ocean
20817,North America
20943,Atlantic Ocean
21191,Atlantic Ocean
21281,Atlantic Ocean
21589,Atlantic Ocean
21772,Pacific Ocean
21806,Atlantic Ocean
21813,North America
23735,North America
751,Atlantic Ocean
20567,Atlantic Ocean
20417,Atlantic Ocean
20649,Atlantic Ocean
20754,Atlantic Ocean
21800,Atlantic Ocean
21811,Atlantic Ocean
21825,Atlantic Ocean
4139,Atlantic Ocean
14662,Atlantic Ocean
19763,Atlantic Ocean
20562,Atlantic Ocean
21052,Atlantic Ocean
21488,Atlantic Ocean
21489,Atlantic Ocean
19430,Atlantic Ocean
21838,Atlantic Ocean
21901,Atlantic Ocean
25095,Atlantic Ocean
29499,Atlantic Ocean
29555,Atlantic Ocean
29678,Atlantic Ocean
24553,Atlantic Ocean
29791,Atlantic Ocean
2159,Indian Ocean
21814,Pacific Ocean
21130,Atlantic Ocean
755,North America
10614,North America
10675,North America
10907,North America
21648,North America
757,Atlantic Ocean
21119,Pacific Ocean
21863,Atlantic Ocean
759,Pacific Ocean
10624,Pacific Ocean
10798,Pacific Ocean
10869,Pacific Ocean
10889,Pacific Ocean
10891,Pacific Ocean
20421,Pacific Ocean
20511,Pacific Ocean
19854,Atlantic Ocean
21154,Pacific Ocean
21588,Atlantic Ocean
4068,Pacific Ocean
4152,Indian Ocean
19162,Pacific Ocean
20241,North America
20934,Atlantic Ocean
766,Pacific Ocean
768,North America
2457,North America
19024,North America
772,Europe
4129,Europe
3664,Europe
3696,Europe
15644,Europe
15647,Europe
15650,Europe
10709,Europe
15655,Europe
26562,Europe
3966,Europe
15646,Europe
777,Atlantic Ocean
779,Indian Ocean
2167,Indian Ocean
10692,Asia
10880,Asia
20570,Asia
20904,Pacific Ocean
21023,Asia
21515,Asia
782,Atlantic Ocean
786,North America
790,Atlantic Ocean
792,Atlantic Ocean
795,Atlantic Ocean
23377,North America
23425,North America
23388,North America
2498,Europe
2740,North America
5299,North America
5320,Europe
6779,Europe
7884,Europe
5313,North America
25891,Europe
25892,Europe
25913,Europe
26106,Europe
26586,Europe
21297,Europe
26617,Europe
25228,Europe
5379,Europe
5365,Europe
5928,Europe
13293,Europe
3886,Atlantic Ocean
4159,Atlantic Ocean
9555,Atlantic Ocean
21471,Pacific Ocean
807,Europe
1254,Europe
2229,Europe
3480,Asia
5290,Europe
5408,Europe
6320,Europe
6373,Europe
6507,Europe
6093,Europe
9046,Europe
9048,Europe
9051,Europe
5999,Europe
3333,Europe
13823,Europe
15268,Europe
9617,North America
18945,Europe
20054,Europe
20476,Europe
21045,Europe
21726,Europe
22170,Europe
22179,Europe
22184,Europe
23142,Europe
23150,Europe
23168,Europe
23239,Europe
23255,Europe
23488,Europe
23495,Europe
26482,Europe
20973,Europe
26601,Europe
27787,Europe
27909,Europe
24023,Asia
30046,Europe
30047,Europe
25318,Europe
30051,Europe
20386,Asia
30052,Europe
30297,Europe
30312,Europe
23198,Europe
19491,Europe
22183,Europe
21867,Europe
1928,North America
880,North America
6659,Europe
6697,North America
13609,North America
13632,Europe
15411,Europe
15424,Europe
14849,Europe
12091,Europe
15514,North America
22227,Africa
20129,South America
22735,North America
26382,Europe
26401,Europe
22945,South America
26459,Europe
26463,Europe
23002,South America
26350,North America
26351,North America
23673,North America
7569,Indian Ocean
9557,Atlantic Ocean
5277,North America
5344,North America
18757,North America
18759,North America
23407,North America
23417,North America
23418,North America
25412,Pacific Ocean
27186,North America
3221,Atlantic Ocean
9511,Atlantic Ocean
21881,Atlantic Ocean
21270,Africa
1538,Africa
2351,North America
2732,North America
5339,North America
17217,North America
13307,North America
23361,North America
23378,North America
27201,Asia
27891,North America
30244,North America
30470,North America
1704,Asia
13630,Europe
1103,Europe
1113,Europe
1095,Europe
1027,Europe
1432,Europe
1433,Europe
1438,Europe
1441,Europe
2279,Europe
2280,Europe
5049,Europe
5072,Europe
5105,Europe
5410,Europe
5557,Europe
5602,Europe
5632,Europe
4634,Europe
5009,Europe
5914,Europe
5944,Europe
4377,Europe
5978,Europe
4976,Europe
6003,Europe
6028,Europe
6046,Europe
6083,Europe
7726,Europe
8190,Europe
6332,Europe
9195,Europe
8920,Europe
13484,Europe
13320,Europe
14797,Europe
14805,Europe
14806,Europe
12149,Europe
12150,Europe
14845,Europe
18879,Europe
17775,Europe
20340,Asia
22172,Europe
23498,Europe
23894,Europe
24286,Asia
25246,Europe
25283,Europe
19712,Europe
20377,Europe
23889,Europe
26646,Europe
27711,Europe
25301,Europe
25235,Europe
30007,Europe
30012,Europe
19714,Europe
30015,Europe
23140,Europe
23143,Asia
30508,Europe
829,Atlantic Ocean
4238,Atlantic Ocean
20729,Atlantic Ocean
4007,Pacific Ocean
4037,Atlantic Ocean
10600,Atlantic Ocean
1242,Atlantic Ocean
2582,Pacific Ocean
4599,Atlantic Ocean
12124,Atlantic Ocean
18256,Atlantic Ocean
20437,Atlantic Ocean
20666,Atlantic Ocean
20712,Atlantic Ocean
21720,Pacific Ocean
22324,Atlantic Ocean
22331,Atlantic Ocean
22398,Pacific Ocean
22445,Atlantic Ocean
25044,Atlantic Ocean
25071,Atlantic Ocean
22465,Atlantic Ocean
25084,Atlantic Ocean
25425,Atlantic Ocean
25446,Atlantic Ocean
25479,Atlantic Ocean
25721,Atlantic Ocean
20714,Atlantic Ocean
22330,Atlantic Ocean
29397,Atlantic Ocean
29470,Atlantic Ocean
22399,Atlantic Ocean
29570,Atlantic Ocean
29601,Atlantic Ocean
22446,Atlantic Ocean
29716,Atlantic Ocean
25678,Atlantic Ocean
29897,Atlantic Ocean
9512,Atlantic Ocean
9558,Atlantic Ocean
10632,Atlantic Ocean
10829,Atlantic Ocean
19380,Atlantic Ocean
20508,Atlantic Ocean
21227,Atlantic Ocean
21490,Atlantic Ocean
21725,Atlantic Ocean
21769,Atlantic Ocean
3977,Atlantic Ocean
21895,Atlantic Ocean
3996,Atlantic Ocean
10815,Atlantic Ocean
10878,Atlantic Ocean
20750,Atlantic Ocean
20751,Atlantic Ocean
1728,Atlantic Ocean
3019,Atlantic Ocean
3828,Atlantic Ocean
3934,Atlantic Ocean
3937,Atlantic Ocean
4036,Atlantic Ocean
4110,Atlantic Ocean
4237,Atlantic Ocean
4549,Asia
10858,Atlantic Ocean
19802,Atlantic Ocean
20514,Atlantic Ocean
20515,Atlantic Ocean
20976,Atlantic Ocean
20977,Atlantic Ocean
20978,Atlantic Ocean
21810,Atlantic Ocean
21878,Atlantic Ocean
28920,Atlantic Ocean
29178,Atlantic Ocean
10608,Atlantic Ocean
3994,Atlantic Ocean
21839,Africa
3724,Pacific Ocean
8713,Atlantic Ocean
8820,Pacific Ocean
4141,Indian Ocean
10851,Pacific Ocean
12082,Pacific Ocean
16607,Pacific Ocean
25004,Pacific Ocean
27469,Pacific Ocean
27493,Pacific Ocean
27655,Pacific Ocean
29036,Pacific Ocean
25451,Pacific Ocean
29244,Pacific Ocean
25062,Pacific Ocean
25063,Pacific Ocean
21359,Pacific Ocean
29568,Pacific Ocean
19418,Pacific Ocean
21507,Pacific Ocean
29941,Pacific Ocean
2181,Atlantic Ocean
2135,Atlantic Ocean
2585,Atlantic Ocean
4214,Atlantic Ocean
8822,Atlantic Ocean
10670,Atlantic Ocean
10886,Atlantic Ocean
22310,Atlantic Ocean
22321,Pacific Ocean
22327,Atlantic Ocean
22329,Atlantic Ocean
21719,Atlantic Ocean
24758,Atlantic Ocean
24759,Atlantic Ocean
25001,Atlantic Ocean
25021,Atlantic Ocean
27311,Atlantic Ocean
28944,Atlantic Ocean
28983,Atlantic Ocean
29133,Atlantic Ocean
29134,Atlantic Ocean
29137,Atlantic Ocean
29138,Atlantic Ocean
29145,Atlantic Ocean
29154,Atlantic Ocean
29162,Atlantic Ocean
29170,Pacific Ocean
29171,Pacific Ocean
29175,Atlantic Ocean
29362,Atlantic Ocean
29368,Atlantic Ocean
29540,Atlantic Ocean
29754,Atlantic Ocean
29930,Atlantic Ocean
4123,Pacific Ocean
17196,Pacific Ocean
27657,Pacific Ocean
29473,Pacific Ocean
854,Indian Ocean
10836,Indian Ocean
10892,Indian Ocean
20550,Indian Ocean
21627,Atlantic Ocean
27368,Indian Ocean
27515,Indian Ocean
21329,Atlantic Ocean
21453,Atlantic Ocean
19979,Atlantic Ocean
20551,Atlantic Ocean
21084,Atlantic Ocean
1054,Indian Ocean
27283,Indian Ocean
27288,Indian Ocean
21368,Atlantic Ocean
20658,Pacific Ocean
21416,Pacific Ocean
25584,Pacific Ocean
3711,Pacific Ocean
3822,Indian Ocean
3889,Pacific Ocean
3986,Atlantic Ocean
3988,Pacific Ocean
4166,Pacific Ocean
4209,Pacific Ocean
5751,Pacific Ocean
10770,Pacific Ocean
10795,Pacific Ocean
10808,Pacific Ocean
10816,Pacific Ocean
10852,Pacific Ocean
12050,Pacific Ocean
12080,Pacific Ocean
12135,Pacific Ocean
18255,Pacific Ocean
20723,Pacific Ocean
21208,Pacific Ocean
25076,Pacific Ocean
29218,Pacific Ocean
21371,Atlantic Ocean
3667,Atlantic Ocean
20420,Atlantic Ocean
21122,Atlantic Ocean
21637,Indian Ocean
19767,Asia
21798,Africa
10684,Atlantic Ocean
20115,Atlantic Ocean
20890,Atlantic Ocean
21312,Atlantic Ocean
878,North America
5325,North America
9375,North America
9377,North America
9412,North America
15478,North America
17085,North America
21533,North America
26358,North America
26477,Europe
27898,North America
3593,Atlantic Ocean
3598,Atlantic Ocean
3627,Atlantic Ocean
3635,Atlantic Ocean
3683,Atlantic Ocean
3684,Atlantic Ocean
4151,Atlantic Ocean
4160,Atlantic Ocean
4162,Atlantic Ocean
20883,Pacific Ocean
21446,Atlantic Ocean
21768,Atlantic Ocean
10702,Indian Ocean
21018,Atlantic Ocean
21019,Atlantic Ocean
21200,Pacific Ocean
10559,Atlantic Ocean
10883,Atlantic Ocean
20701,Atlantic Ocean
20932,Atlantic Ocean
20933,Atlantic Ocean
20941,Atlantic Ocean
10743,Atlantic Ocean
20402,Atlantic Ocean
20403,Atlantic Ocean
20559,Atlantic Ocean
20564,Atlantic Ocean
894,Australia
4311,Australia
4381,Australia
11649,Australia
21947,Australia
4304,Australia
898,Indian Ocean
10038,Indian Ocean
10039,Asia
10102,Indian Ocean
10132,Indian Ocean
12102,Indian Ocean
19813,Indian Ocean
22401,Indian Ocean
20414,Pacific Ocean
25422,Indian Ocean
24834,Pacific Ocean
29370,Indian Ocean
29722,Indian Ocean
900,Asia
26130,Asia
26142,Asia
902,North America
4970,Asia
8209,North America
28270,Pacific Ocean
28284,North America
904,Australia
1040,Australia
4344,Australia
4350,Australia
4425,Australia
4427,Australia
11568,Australia
11712,Australia
11789,Australia
21933,Australia
21935,Australia
21972,Australia
4364,Australia
11298,Australia
11401,Australia
11402,Australia
11408,Australia
11424,Australia
11600,Australia
21929,Australia
22094,Australia
22095,Australia
4360,Australia
4428,Australia
4429,Australia
11397,Australia
11400,Australia
11406,Australia
965,Australia
11059,Australia
11060,Australia
11602,Australia
11465,Australia
11399,Australia
11698,Australia
912,Europe
920,Australia
923,Australia
21989,Australia
21993,Australia
21954,Australia
8766,Pacific Ocean
18310,Pacific Ocean
16561,Pacific Ocean
932,Australia
1036,Australia
1039,Australia
1050,Australia
11038,Australia
11039,Australia
11327,Australia
11497,Australia
11511,Australia
11571,Australia
11730,Australia
11756,Australia
11774,Australia
11788,Australia
21924,Australia
21936,Australia
21945,Australia
21996,Australia
22001,Australia
22003,Australia
22004,Australia
22036,Australia
22050,Australia
22066,Australia
22070,Australia
22093,Australia
22119,Australia
22131,Australia
938,Australia
940,Australia
942,Indian Ocean
16576,Indian Ocean
945,Australia
22100,Australia
4318,North America
6479,Europe
5157,Europe
11718,Asia
11800,Europe
11822,Europe
11836,Europe
11837,Europe
11840,South America
11841,Europe
11865,Europe
13516,Europe
14831,Europe
14886,Europe
15102,Europe
15167,Africa
15168,Europe
15230,Europe
15231,Europe
15320,Europe
15661,Europe
12678,South America
15796,Africa
15802,Europe
16727,Europe
16791,Asia
16798,Europe
18034,Europe
18532,Europe
18789,Europe
11873,Europe
19319,Europe
20348,Asia
19749,South America
26165,Europe
19526,Europe
22147,Europe
949,Australia
