parasite_index,connected_localities
23366,Wisconsin;Ontario;Canada;Quebec;United States
23451,Quebec;United States;South China Sea
28164,United States
5338,Ontario;Yukon + Northwest Territories
2986,Ontario;Finno-Karelian ASSR;United States;Western Europe
5340,Yukon + Northwest Territories;Lake Superior;Ontario;Wyoming;United States
5347,Ontario;Mexico;United States
6783,Ontario
9417,Ontario
15761,Yukon + Northwest Territories;Ontario;Yugoslavia;Wyoming;United States
4979,Yukon + Northwest Territories;Yugoslavia;Utah;Wyoming;United States
23437,Yukon + Northwest Territories
1511,Ontario;Wisconsin;United States;Western Europe
510,West Coast of Norway;Yukon + Northwest Territories;Ontario;Yugoslavia;Italy;Western Mediterranean;Western Europe
643,Norwegian Sea;West Coast of Norway;Western Europe
1977,Western Mediterranean;Western Europe
5345,Wisconsin;United States;Western Europe
5349,Wisconsin;United States;Western Europe
3086,Middle East + Asia Minor;Virginia;Utah;Nicaragua;South Korea;Czechoslovakia;Vietnam;South Africa;Japan;Far East;Mexico;New South Wales;Tadzhikistan;Pacific Ocean;Victoria;Western Mediterranean;Oriental;United States;Puerto Rico;Western Europe;Wisconsin;Australia;Oceanic Islands;Taiwan;Yugoslavia;Ontario;Spain + Andalusia;Zaire;Southwest Atlantic;Bulgaria
4124,Ontario;Finno-Karelian ASSR;United States;Western Europe
6778,Western Europe
8007,Western Europe
8327,Yugoslavia;Yakut ASSR;Western Europe
14819,Western Europe
14851,Western Europe
21585,"Yukon + Northwest Territories;Yugoslavia;Georgia (USSR);Russia (European);Yakut ASSR;Spain + Andalusia;Northeast Atlantic;Czechoslovakia;Vietnam;Poland;Russia (Asian);Ukraine, incl. Moldavia;Lithuania;Western Europe"
21584,"Ontario;Yugoslavia;Georgia (USSR);South Korea;Poland;Ukraine, incl. Moldavia;Lithuania;United States;Western Europe"
23363,Ontario;Wisconsin;United States;Western Europe
21300,Wisconsin;United States;Western Europe
23134,Wisconsin;United States;Western Europe
20419,Middle East + Asia Minor;Yugoslavia;Russia (European);Georgia (USSR);Spain + Andalusia;Czechoslovakia;Italy;Japan;Lithuania;Western Europe
20474,"Middle East + Asia Minor;Yugoslavia;Georgia (USSR);Spain + Andalusia;Czechoslovakia;Ukraine, incl. Moldavia;Russia (Asian);Western Mediterranean;Lithuania;Western Europe;Black Sea"
21540,Oriental;Lake Baikal;Yugoslavia;Georgia (USSR);Pakistan;South Korea;Czechoslovakia;Thailand;Western Mediterranean;Philippines;Far East;Western Europe
25263,Yugoslavia;Poland;Western Mediterranean;Lithuania;Western Europe
21783,Middle East + Asia Minor;Wisconsin;Yugoslavia;Georgia (USSR);Western Mediterranean;Lithuania;Western Europe
24606,"Mexico;Yugoslavia;Vietnam;Poland;Ukraine, incl. Moldavia;Lithuania;United States;Western Europe"
25362,Yugoslavia;Russia (European);Western Europe
26330,"Yugoslavia;Ukraine, incl. Moldavia;Western Europe"
26332,Western Europe
25250,"Ontario;Ukraine, incl. Moldavia;Yugoslavia;Western Europe"
20493,Middle East + Asia Minor;Georgia (USSR);Lithuania;Western Europe
27722,Western Europe
23419,Manitoba;Wisconsin;United States;Western Europe
1359,West Coast of Norway;Utah;South Korea;Pacific Ocean;Southwest Atlantic;Southwest Indian Ocean;United States;Russia (Asian)
4977,Utah;South Korea;Sea of Japan;Pacific Ocean;United States;Russia (Asian)
13310,United States;Wyoming
13309,Yugoslavia;Utah;Sea of Japan;South Korea;Japan;United States;Russia (Asian)
9669,Wisconsin;Mexico;Yugoslavia;Ontario;Canada;Lake Huron;United States;Russia (Asian)
18236,Pacific Ocean;United States
20090,West Coast of Norway;Western coast of British Isles;Southeast Atlantic;Atlantic Ocean;Western Europe;Utah;South Korea;South China Sea;Pacific Ocean;Sea of Okhotsk;Sea of Japan;Southwest Atlantic;Southwest Indian Ocean;Gulf of Mexico;Southern Indian Ocean;Western Mediterranean;United States;Russia (Asian)
22587,Utah;South China Sea;South Korea;Sea of Japan;Pacific Ocean;Sea of Okhotsk;Ghana;Southwest Indian Ocean;United States;Russia (Asian)
3841,Pacific Ocean
4131,Northeast Atlantic;Sea of Japan;Pacific Ocean;Japan;Western Mediterranean
6341,Pacific Ocean;Japan;Northeast Atlantic
23165,"Wisconsin;Yugoslavia;Ontario;Virginia;Pacific Ocean;Ukraine, incl. Moldavia;United States"
3843,Ontario;Western Europe
4173,Ontario;Finno-Karelian ASSR;Western Europe
10625,Ontario;West Coast of Norway;Western Europe
20569,Caspian Sea;Ontario;Southeast Atlantic;Northeast Atlantic;South Korea;Western Mediterranean;Western Europe
21877,Ontario;Norwegian Sea;Western Mediterranean
23358,Ontario;Wisconsin;Western Europe
26335,Ontario;Western Europe
2001,Yukon + Northwest Territories
5336,Canada;Yukon + Northwest Territories;Wyoming
6782,Yukon + Northwest Territories
15760,Yukon + Northwest Territories
5341,United States
5377,Ontario;United States
5234,Ontario;Wisconsin;United States
23461,Ontario;Wisconsin;United States
20335,Wisconsin;United States
23471,Wisconsin;United States
23480,Ontario;Wisconsin;United States
87,Saskatchewan;United States;Victoria
2959,United States
2960,United States
2983,United States;Western Europe
9616,Western Europe;United States;Uruguay;Puerto Rico
9658,"South America;Azerbaidzan;Saskatchewan;Mexico;Turkmenistan;Hungary;Nigeria;Victoria;Ukraine, incl. Moldavia;Oriental;United States;Western Europe;Zimbabwe;Togo;Kazakstan;Panama;Pakistan;Queensland;Uzbekistan;Bulgaria"
9672,"Ukraine, incl. Moldavia;Western coast of British Isles;United States;Western Europe"
9674,Western coast of British Isles;Spain + Andalusia;South America;United States;Western Europe
19054,United States
19479,"Middle East + Asia Minor;Yugoslavia;Kazakstan;Canada;Uzbekistan;Venezuela;Italy;Wyoming;Poland;Ukraine, incl. Moldavia;Oriental;United States;Western Europe"
20344,"Venezuela;Vietnam;Japan;Ukraine, incl. Moldavia;United States;Western Europe"
2964,"Ukraine, incl. Moldavia;Mexico;Western Europe"
28108,Mexico
2952,United States
2904,"Armenia;Western coast of British Isles;New Brunswick + Nova Scotia;Spain + Andalusia;Yakut ASSR;Czechoslovakia;Vietnam;Japan;Russia (Asian);Ukraine, incl. Moldavia;Kazakstan;United States;Western Europe"
2980,United States
9288,United States
5405,"Western coast of British Isles;Vietnam;Ukraine, incl. Moldavia;United States;Western Europe"
9615,United States;Puerto Rico
9630,"Middle East + Asia Minor;Yugoslavia;New Zealand;Nova Scotia;Canada;Manitoba;Ukraine, incl. Moldavia;United States;Western Europe"
9636,United States
9673,"Western coast of British Isles;Western Europe;Ukraine, incl. Moldavia;United States;Puerto Rico"
9677,Western coast of British Isles;United States;Western Europe
9682,United States
9596,Saskatchewan;New Brunswick + Nova Scotia;Nova Scotia;South America;Venezuela;Canada;Central America;United States;Western Europe
9609,Western Europe;United States;Central America
9593,Nova Scotia;New Brunswick + Nova Scotia;United States;Western Europe
13579,Nova Scotia;United States;Western Europe
13588,United States;Western Europe
19528,United States
19530,Pacific Ocean;United States;Western Europe
19531,"Iceland;Yugoslavia;North Sea;Northeast Atlantic;Pacific Ocean;Vietnam;Arctic Ocean;Ukraine, incl. Moldavia;United States;Western Europe"
19534,New Brunswick + Nova Scotia;Western coast of British Isles;United States;Western Europe
19537,United States
19538,"Western coast of British Isles;Yugoslavia;Oceanic Islands;Pacific Ocean;Venezuela;Ukraine, incl. Moldavia;United States;Uruguay;Western Europe"
19541,United States
23114,Pacific Ocean;United States;Wyoming;Western Europe
23310,United States;Western Europe
20971,Mexico;United States;Western Europe
23325,United States;Western Europe
23326,Pacific Ocean;United States
23328,Pacific Ocean;United States
26344,Mexico;United States;Wyoming
26378,United States
26386,United States
20891,Nova Scotia;United States;Wyoming
26399,Western coast of British Isles;United States
26405,United States
21303,Atlantic Ocean;United States
26427,United States
26433,United States
26441,United States
26443,United States
26451,Yugoslavia;United States
26466,United States
21796,Yugoslavia;Southern S. America;United States;Uruguay;Washington
26481,United States
26492,United States
26416,United States
30233,United States
29672,United States
26465,Western coast of British Isles;United States
20271,"Wisconsin;Yugoslavia;Togo;South Korea;Southern S. America;Uzbekistan;Venezuela;Vietnam;Ukraine, incl. Moldavia;Oriental;Zambia;United States;Western Europe"
26473,United States
97,Wisconsin;Yugoslavia;Wyoming;Lake Baikal;Washington
1695,Turkmenistan;Armenia;Lake Baikal;Far East
2270,Yugoslavia;Tadzhikistan;Lake Baikal
450,"Wisconsin;Yugoslavia;Hungary;Ukraine, incl. Moldavia;Kazakstan;United States;Lake Baikal;Western Europe"
3563,"Armenia;Yugoslavia;Japan;Ukraine, incl. Moldavia;United States;Lake Baikal;Western Europe"
3315,Yugoslavia;Northeast Atlantic;Lake Baikal;Western Europe
13593,"Armenia;Tadzhikistan;Uzbekistan;Vietnam;Poland;Far East;Russia (Asian);Ukraine, incl. Moldavia;Oriental;United States;Lake Baikal;Western Europe"
22144,"Yugoslavia;Russia (European);Georgia (USSR);Poland;Ukraine, incl. Moldavia;Oriental;Lake Baikal;Western Europe"
19502,United States;Lake Baikal;Western Europe
2987,"Ukraine, incl. Moldavia;Western Europe"
5018,"Ukraine, incl. Moldavia;Western Europe"
5057,"Ukraine, incl. Moldavia;Western Europe"
2922,"Middle East + Asia Minor;Yugoslavia;Ukraine, incl. Moldavia;Oriental;United States;Western Europe"
5099,"Ukraine, incl. Moldavia"
5115,"Ukraine, incl. Moldavia;Western Europe"
5116,"Ukraine, incl. Moldavia"
5117,"Ukraine, incl. Moldavia;Western Europe"
5885,"Italy;Ukraine, incl. Moldavia;Western Europe"
5933,"Ukraine, incl. Moldavia;Western Europe"
6081,"Ukraine, incl. Moldavia;Western Europe"
6086,"Ukraine, incl. Moldavia;Western Europe"
7707,"Ukraine, incl. Moldavia"
6751,"Yugoslavia;Italy;Ukraine, incl. Moldavia;Oriental;Western Europe"
5052,"Ukraine, incl. Moldavia;Western Europe"
20893,"Yugoslavia;Ukraine, incl. Moldavia;Bulgaria;Western Europe"
23206,"Western coast of British Isles;Yugoslavia;Yakut ASSR;Vietnam;South Africa;Ukraine, incl. Moldavia;Bulgaria;Western Europe"
21241,"Yugoslavia;Ukraine, incl. Moldavia;Victoria;Western Europe"
20066,"Bulgaria;Yugoslavia;Yakut ASSR;Northeast Atlantic;United States;Nova Scotia;Western Mediterranean;Vietnam;Ukraine, incl. Moldavia;Western Europe;Black Sea"
21299,"Ukraine, incl. Moldavia;Western Mediterranean;Bulgaria;Western Europe"
23230,"Ukraine, incl. Moldavia"
19497,"Yugoslavia;Spain + Andalusia;Ukraine, incl. Moldavia;United States;Western Europe"
444,"Yugoslavia;Ukraine, incl. Moldavia;United States;Western Europe"
1084,"Yugoslavia;West Virginia;Czechoslovakia;Ukraine, incl. Moldavia;Western Europe"
1426,Yugoslavia
1692,Yugoslavia
2032,Yugoslavia;United States
809,Yugoslavia;United States;Poland;Western Europe
3474,"Yugoslavia;Uzbekistan;Japan;Ukraine, incl. Moldavia;United States;Western Europe"
3488,"New Zealand;South America;Ethiopia (incl. Dhibouti);Japan;Poland;Transvaal;Mexico;Turkmenistan;Hungary;Ukraine, incl. Moldavia;Oriental;Zambia;United States;Western Europe;Zimbabwe;Armenia;Yugoslavia;Spain + Andalusia;Queensland"
3503,"Armenia;Australia;Yugoslavia;Switzerland + Lichtenstein;Hungary;New Zealand;South America;Czechoslovakia;Japan;Poland;Ukraine, incl. Moldavia;Kazakstan;United States;Far East;Western Europe"
3531,"Armenia;Yugoslavia;Spain + Andalusia;New Zealand;South America;Japan;Poland;Ukraine, incl. Moldavia;Kazakstan;United States;Far East;Western Europe"
3572,"Oriental;Wisconsin;Finno-Karelian ASSR;Yugoslavia;Switzerland + Lichtenstein;Japan;Ghana;Poland;Ukraine, incl. Moldavia;Kazakstan;United States;Far East;Western Europe"
3581,"Yugoslavia;Switzerland + Lichtenstein;Poland;Ukraine, incl. Moldavia;Kazakstan;United States;Far East;Western Europe"
2957,"Finno-Karelian ASSR;Yugoslavia;Switzerland + Lichtenstein;New Zealand;Japan;Poland;Ukraine, incl. Moldavia;Kazakstan;United States;Far East;Western Europe"
5258,"Yugoslavia;Czechoslovakia;Japan;Poland;Ukraine, incl. Moldavia;Kazakstan;United States;Far East;Western Europe"
5274,"Yugoslavia;Ukraine, incl. Moldavia;Manitoba;United States"
3978,"Yugoslavia;Northeast Atlantic;Ukraine, incl. Moldavia;United States;Western Europe"
5312,"Yugoslavia;Ukraine, incl. Moldavia;Zambia;United States;Western Europe"
5314,"Wisconsin;Finno-Karelian ASSR;Yugoslavia;Switzerland + Lichtenstein;Kazakstan;Japan;Poland;Ukraine, incl. Moldavia;Oriental;United States;Far East;Western Europe"
5870,"Yugoslavia;Ukraine, incl. Moldavia;United States;Western Europe"
5918,"Yugoslavia;Switzerland + Lichtenstein;Hungary;Spain + Andalusia;Japan;Poland;Ukraine, incl. Moldavia;Kazakstan;United States;Far East;Western Europe"
5920,Yugoslavia
3529,"Oriental;Wisconsin;Finno-Karelian ASSR;Yugoslavia;Japan;Poland;Ukraine, incl. Moldavia;Kazakstan;United States;Western Europe"
5264,"Oriental;Zimbabwe;Transvaal;Yugoslavia;Czechoslovakia;Italy;Japan;Poland;Ukraine, incl. Moldavia;Kazakstan;United States;Far East;Western Europe"
5924,Yugoslavia
5267,"Oriental;Finno-Karelian ASSR;Yugoslavia;Switzerland + Lichtenstein;Hungary;Japan;Ukraine, incl. Moldavia;Kazakstan;United States;Far East;Western Europe"
5929,Yugoslavia
5272,"Wisconsin;Yugoslavia;Poland;Ukraine, incl. Moldavia;Kazakstan;Zambia;United States;Far East;Western Europe"
5939,"Yugoslavia;Poland;Ukraine, incl. Moldavia;Kazakstan;United States;Western Europe"
5941,"Yugoslavia;Hungary;Ukraine, incl. Moldavia;United States;Western Europe"
5309,"Wisconsin;Finno-Karelian ASSR;Yugoslavia;Switzerland + Lichtenstein;Kazakstan;Japan;Wyoming;Ukraine, incl. Moldavia;Oriental;United States;Far East;Western Europe"
5315,"Western coast of British Isles;Yugoslavia;Czechoslovakia;Japan;Ukraine, incl. Moldavia;Kazakstan;United States"
5971,"Yugoslavia;Ukraine, incl. Moldavia"
5319,"Yugoslavia;Ukraine, incl. Moldavia;Zambia"
5984,"Yugoslavia;Ukraine, incl. Moldavia;United States;Western Europe"
4109,"Yugoslavia;Manitoba;Ukraine, incl. Moldavia;United States;Western Europe"
6037,"Yugoslavia;Ukraine, incl. Moldavia;Hungary;United States"
6038,"Yugoslavia;Ukraine, incl. Moldavia;Western Europe"
6040,Yugoslavia
5364,"Oriental;Finno-Karelian ASSR;Yugoslavia;Switzerland + Lichtenstein;Hungary;South America;Vietnam;Japan;Poland;Ukraine, incl. Moldavia;Kazakstan;Zambia;United States;Far East;Western Europe"
6042,"Yugoslavia;Ukraine, incl. Moldavia;Japan;United States"
5366,"Finno-Karelian ASSR;Yugoslavia;Hungary;Japan;Poland;Ukraine, incl. Moldavia;Kazakstan;Zambia;United States;Far East;Western Europe"
6257,Yugoslavia;Japan;United States
6325,Yugoslavia
6356,Yugoslavia;Western Europe
6367,Yugoslavia;Japan
6370,Yugoslavia
6403,Yugoslavia
6424,Yugoslavia
6462,Yugoslavia
6739,"Yugoslavia;Ukraine, incl. Moldavia;Western Europe"
6863,Yugoslavia
7088,Yugoslavia
5837,"Yugoslavia;Ukraine, incl. Moldavia;United States;Western Europe"
5860,"Yugoslavia;Ukraine, incl. Moldavia"
7588,"Yugoslavia;Ukraine, incl. Moldavia;Japan;United States"
6820,"Yugoslavia;Spain + Andalusia;Ukraine, incl. Moldavia;United States;Western Europe"
7911,"Oriental;Finno-Karelian ASSR;Yugoslavia;Switzerland + Lichtenstein;Japan;Ukraine, incl. Moldavia;Kazakstan;United States;Far East;Western Europe"
6432,"Yugoslavia;Italy;Japan;Ukraine, incl. Moldavia;Kazakstan;United States;Western Europe"
5353,"Yugoslavia;Japan;Poland;Ukraine, incl. Moldavia;Kazakstan;United States;Far East;Western Europe"
6848,"Yugoslavia;Ukraine, incl. Moldavia;Spain + Andalusia;United States"
6041,"Yugoslavia;Ukraine, incl. Moldavia;United States;Western Europe"
8390,Yugoslavia
8417,Yugoslavia;Turkmenistan
8511,Yugoslavia
5254,"Yugoslavia;Ukraine, incl. Moldavia;United States"
8990,Yugoslavia;Poland
9045,"Yugoslavia;Ukraine, incl. Moldavia;Western Europe"
5238,"Yugoslavia;Ukraine, incl. Moldavia;United States"
5917,"Yugoslavia;Ukraine, incl. Moldavia"
9190,Yugoslavia;Western Europe
9199,Yugoslavia
5255,"Yugoslavia;Ukraine, incl. Moldavia;United States"
9285,Yugoslavia
5363,"Yugoslavia;Ukraine, incl. Moldavia;United States"
9689,Yugoslavia;Canada
13317,Yugoslavia;Canada;United States;Western Europe
13318,Yugoslavia;Ontario;Canada;Manitoba;United States;Western Europe
9694,"Yugoslavia;Spain + Andalusia;Ukraine, incl. Moldavia;Zambia;United States;Western Europe"
13498,"Yugoslavia;Byelorussia;Togo;Japan;Ukraine, incl. Moldavia;Zambia;United States;Western Europe"
10510,"Yugoslavia;Manitoba;Ukraine, incl. Moldavia;United States;Western Europe"
10504,"Yugoslavia;Ukraine, incl. Moldavia;Western Europe"
9693,"Yugoslavia;Hungary;Japan;Manitoba;Ukraine, incl. Moldavia;United States;Western Europe"
10473,"Bulgaria;Yugoslavia;Kazakstan;United Arab Emirates;Togo;Italy;Vietnam;Tunisia;Japan;South America;Ukraine, incl. Moldavia;Oriental;United States;Far East;Western Europe"
10634,"Middle East + Asia Minor;Newfoundland;Yugoslavia;Italy;Tunisia;Venezuela;Ukraine, incl. Moldavia;United States;Western Europe"
14826,Yugoslavia;Wisconsin;United States;Western Europe
17818,Yugoslavia
18123,Yugoslavia;Vietnam;Oriental;Uzbekistan
18127,"Yugoslavia;Venezuela;Ukraine, incl. Moldavia;United States;Western Europe"
10737,"Yugoslavia;Spain + Andalusia;Uzbekistan;Japan;Ukraine, incl. Moldavia;United States;Western Europe"
17049,"Yugoslavia;Ukraine, incl. Moldavia;Vietnam;United States"
18933,Yugoslavia
18935,"Yugoslavia;Ukraine, incl. Moldavia"
19004,Yugoslavia
13514,"Yugoslavia;Hungary;Byelorussia;Japan;Ukraine, incl. Moldavia;United States;Western Europe"
15517,Yugoslavia;United States
13840,Yugoslavia;United States;Western Europe
19055,Yugoslavia
19482,"Middle East + Asia Minor;Yugoslavia;Northeast Atlantic;Vietnam;Poland;Ukraine, incl. Moldavia;Kazakstan;United States;Far East;Western Europe"
23298,Yugoslavia;Wisconsin;Western Europe
23380,"Yugoslavia;Ukraine, incl. Moldavia;Wisconsin;United States"
19495,"Wisconsin;Yugoslavia;Lithuania;Japan;Ukraine, incl. Moldavia;Kazakstan;United States;Far East;Western Europe"
23475,"Wisconsin;Yugoslavia;Ukraine, incl. Moldavia;United States;Western Europe"
24021,Yugoslavia;Western Europe
24025,Yugoslavia;Turkmenistan
24492,Yugoslavia
24578,Yugoslavia
21692,"Yugoslavia;Japan;Ukraine, incl. Moldavia;Far East;Western Europe"
20273,"Yugoslavia;Spain + Andalusia;North Sea;Western Mediterranean;Southern S. America;Ukraine, incl. Moldavia;Kazakstan;United States;Western Europe"
24579,Yugoslavia
24580,Yugoslavia
24581,Yugoslavia;Western Europe
24582,Yugoslavia;Far East
23254,"Wisconsin;Bulgaria;Yugoslavia;Ukraine, incl. Moldavia;Lithuania;United States;Western Europe"
24633,Yugoslavia
25219,"Yugoslavia;Ukraine, incl. Moldavia"
19481,"Wisconsin;Yugoslavia;Ukraine, incl. Moldavia;United States;Western Europe"
23158,"Yugoslavia;Ukraine, incl. Moldavia;United States;Western Europe"
22716,Yugoslavia;Zambia;Western Europe
24024,"Taiwan;Yugoslavia;Vietnam;Ukraine, incl. Moldavia;Western Europe"
23311,"Yugoslavia;Western Europe;New Zealand;Vietnam;Ukraine, incl. Moldavia;United States;Washington"
19487,"Wisconsin;Yugoslavia;Ukraine, incl. Moldavia;Kazakstan;United States;Western Europe"
25284,Yugoslavia
25285,"Yugoslavia;Ukraine, incl. Moldavia;Western Europe"
25298,"Yugoslavia;Ukraine, incl. Moldavia;United States"
23599,"Yugoslavia;Ukraine, incl. Moldavia;Zambia"
25316,"Yugoslavia;Wyoming;Ukraine, incl. Moldavia;United States;Western Europe"
25323,"Yugoslavia;Ukraine, incl. Moldavia;Western Europe"
23238,Yugoslavia;Georgia (USSR);Vietnam;North Africa
25356,"Yugoslavia;Hungary;Uzbekistan;Ukraine, incl. Moldavia;Oriental;United States;Western Europe"
25357,Yugoslavia
23269,"Yugoslavia;Hungary;New Zealand;South America;Ukraine, incl. Moldavia;Zambia;United States"
25914,Yugoslavia
25915,Yugoslavia
24146,Yugoslavia;South Korea;Vietnam;United States;Far East
26071,Yugoslavia;Japan;United States;Western Europe
24322,Taiwan;Yugoslavia;South Korea;Vietnam;Japan;Far East;Western Europe
26182,"Yugoslavia;Japan;Ukraine, incl. Moldavia;United States;Western Europe"
26217,"Yugoslavia;Ukraine, incl. Moldavia;Western Europe"
26226,Yugoslavia
26267,Yugoslavia
26268,Yugoslavia
22069,Wisconsin;Yugoslavia;Victoria;United States;Western Europe
20091,"Yugoslavia;Turkmenistan;Western Mediterranean;Ukraine, incl. Moldavia;United States;Western Europe"
26613,"Yugoslavia;Ukraine, incl. Moldavia"
24489,"Yugoslavia;Pacific Ocean;Vietnam;Ukraine, incl. Moldavia;Western Europe"
26614,"Yugoslavia;Venezuela;Ukraine, incl. Moldavia;Oriental;United States;Western Europe"
26673,Yugoslavia
22586,Yugoslavia;Turkmenistan;Togo
26675,Yugoslavia;United States
26909,"Yugoslavia;Ukraine, incl. Moldavia"
27139,Yugoslavia
22174,Yugoslavia
26055,"Yugoslavia;Ukraine, incl. Moldavia;Western Europe"
27760,Yugoslavia
27762,Yugoslavia
27769,Yugoslavia
23218,"Wisconsin;Yugoslavia;Ukraine, incl. Moldavia;Lithuania;Western Europe"
28241,Yugoslavia
27671,"Yugoslavia;Ukraine, incl. Moldavia"
23214,Yugoslavia;Kazakstan;Western Europe
22156,Yugoslavia;Austria;Western Europe
25372,"Yugoslavia;Ukraine, incl. Moldavia;Western Europe"
27664,"Yugoslavia;Ukraine, incl. Moldavia;Wisconsin;United States"
30243,Yugoslavia;United States;Washington
26493,"Yugoslavia;Ukraine, incl. Moldavia;United States"
20432,"Yugoslavia;Ukraine, incl. Moldavia;Western Europe"
25249,"Yugoslavia;Ukraine, incl. Moldavia;Western Europe"
30286,"Yugoslavia;Ukraine, incl. Moldavia;Washington"
23176,"Yugoslavia;Vietnam;Ukraine, incl. Moldavia;United States;Western Europe"
20884,"Yugoslavia;Ukraine, incl. Moldavia;Western Mediterranean;Western Europe"
30313,"Yugoslavia;Ukraine, incl. Moldavia"
20052,West Coast of Norway;Yugoslavia;Northeast Atlantic;Western Mediterranean;United States;Western Europe
22182,"Yugoslavia;Ukraine, incl. Moldavia;Azerbaidzan"
20068,"Western coast of British Isles;Yugoslavia;Yakut ASSR;Northeast Atlantic;Western Mediterranean;Nova Scotia;Vietnam;Ukraine, incl. Moldavia;United States;Western Europe"
20092,"Yugoslavia;Ukraine, incl. Moldavia;Western Mediterranean;Western Europe"
21512,"Wisconsin;Yugoslavia;Ukraine, incl. Moldavia;United States;Western Europe"
30049,Yugoslavia
30365,Yugoslavia
21693,"Yugoslavia;Ukraine, incl. Moldavia;Western Europe"
30027,"Yugoslavia;Ukraine, incl. Moldavia;United States;Western Europe"
25370,Yugoslavia;Czechoslovakia;Western Europe
3248,Middle East + Asia Minor;Mexico;Yugoslavia;Georgia (USSR);Canada;Vietnam;Japan;Kazakstan;United States;Far East;Western Europe
4967,Canada
4975,Yugoslavia;Canada;Utah;Washington
4978,Canada
101,Pacific Ocean
21920,Persian Gulf;Pacific Ocean;Western Australia;Western Europe
103,Antarctic Ocean;Oceanic Islands;Southwest Atlantic;Southwest Indian Ocean
135,Oceanic Islands;Southern S. America;Venezuela;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
155,Oceanic Islands;South Georgia;Southern S. America;Sea of Okhotsk;Pacific Ocean;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
187,Pacific Ocean;Oceanic Islands;Southwest Atlantic
188,Oceanic Islands;Southern S. America;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean;Norwegian Sea
204,Oceanic Islands;Southern S. America;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean;Uruguay
209,Uruguay;Oceanic Islands;Southwest Atlantic;Southwest Indian Ocean
213,Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
221,Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
224,Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
3046,Norwegian Sea;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
9724,Southern Indian Ocean;Oceanic Islands;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean;Norwegian Sea
9741,Southwest Atlantic
9743,Pacific Ocean;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
19580,Southern Indian Ocean;Pacific Ocean;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean;Norwegian Sea
19585,Southwest Atlantic;Southwest Indian Ocean
19587,Norwegian Sea;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
19592,Zimbabwe;West Coast of Norway;Western coast of British Isles;Arctic Ocean;Southeast Atlantic;Atlantic Ocean;Norway;Pacific Ocean;Sea of Okhotsk;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean;Gulf of Mexico;Norwegian Sea
19594,Antarctic Ocean;Southwest Atlantic
19599,Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
19600,Pacific Ocean;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
19603,Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
19612,Oceanic Islands;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean;Norwegian Sea
19625,Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean;Oceanic Islands
19631,Norwegian Sea;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
19635,Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
19637,Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
227,Oceanic Islands;Southern S. America;Pacific Ocean;United States;Uruguay;Western Europe
2214,Oceanic Islands
7647,Oceanic Islands
7648,Oceanic Islands
7649,Oceanic Islands
7650,Oceanic Islands
7677,Oceanic Islands
20042,"Yugoslavia;Oceanic Islands;Western Mediterranean;Ukraine, incl. Moldavia;Uruguay;Western Europe"
27686,Oceanic Islands
214,Western Mediterranean;Southern S. America;Southwest Atlantic;Southwest Indian Ocean
220,Norwegian Sea;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
225,Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
9732,Oceanic Islands;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean;Norwegian Sea
19563,Norwegian Sea;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
19610,Antarctic Ocean;Southwest Indian Ocean
19628,Antarctic Ocean;Southwest Indian Ocean
19638,Norwegian Sea;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
19644,Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
27618,Southwest Indian Ocean
16598,Southwest Indian Ocean
16655,Southwest Indian Ocean
19579,Southwest Atlantic;Southwest Indian Ocean
19609,Southwest Indian Ocean
19640,Pacific Ocean;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
19642,Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
19656,Southwest Indian Ocean
19658,Pacific Ocean;Antarctic Ocean;Southwest Atlantic;Southwest Indian Ocean
27246,Southwest Indian Ocean
27427,Southwest Indian Ocean
27448,Southwest Indian Ocean
