Unnamed: 0,src,trg,nij,score
0,1,3301,0.0431372549019607,0.0215686274509803
1,1,10918,0.0375816993464052,0.0187908496732026
196,3,20686,0.0586206896551724,0.0293103448275862
232,3,3831,0.039787798408488,0.019893899204244
233,3,4008,0.039787798408488,0.019893899204244
237,3,10555,0.039787798408488,0.019893899204244
291,3,484,0.0369047619047619,0.0184523809523809
292,3,500,0.0369458128078817,0.0184729064039408
350,3,21843,0.0517241379310344,0.0258620689655172
371,3,4130,0.1724137931034482,0.0862068965517241
372,3,2786,0.0517241379310344,0.0258620689655172
374,3,10576,0.0517241379310344,0.0258620689655172
376,3,20438,0.039787798408488,0.019893899204244
377,3,20439,0.039787798408488,0.019893899204244
378,3,20793,0.039787798408488,0.019893899204244
379,3,21282,0.039787798408488,0.019893899204244
380,3,21484,0.039787798408488,0.019893899204244
381,3,21559,0.039787798408488,0.019893899204244
506,11,19390,0.0432747816607969,0.0216373908303984
507,11,19397,0.0381307487389862,0.0190653743694931
508,11,19427,0.0395655146613,0.01978275733065
509,11,19428,0.0367835644116774,0.0183917822058387
518,11,21071,0.0409184436962214,0.0204592218481107
536,11,788,0.04643820065276,0.02321910032638
582,11,24816,0.0374627501064282,0.0187313750532141
583,11,24852,0.0374627501064282,0.0187313750532141
618,11,25705,0.0617283950617283,0.0308641975308641
619,11,29098,0.0617283950617283,0.0308641975308641
621,11,2208,0.1388888888888889,0.0694444444444444
622,11,16641,0.1388888888888889,0.0694444444444444
623,11,16410,0.1527777777777778,0.0763888888888889
992,14,4007,0.0509641873278236,0.0254820936639118
993,14,4037,0.0454545454545454,0.0227272727272727
994,14,10600,0.1287878787878787,0.0643939393939393
1052,14,3977,0.1287878787878787,0.0643939393939393
1054,14,21895,0.1287878787878787,0.0643939393939393
1058,14,10878,0.0396270396270396,0.0198135198135198
1086,14,10608,0.1287878787878787,0.0643939393939393
1088,14,20422,0.0350378787878787,0.0175189393939393
1090,14,21839,0.1717171717171717,0.0858585858585858
1167,14,21453,0.0367965367965367,0.0183982683982683
1168,14,20551,0.1717171717171717,0.0858585858585858
1169,14,21084,0.0883838383838383,0.0441919191919191
1170,14,1054,0.0454545454545454,0.0227272727272727
1171,14,27283,0.1287878787878787,0.0643939393939393
1172,14,27288,0.0662878787878787,0.0331439393939393
1173,14,21368,0.0454545454545454,0.0227272727272727
1174,14,21816,0.0350378787878787,0.0175189393939393
1175,14,20658,0.0363636363636363,0.0181818181818181
1176,14,21416,0.103030303030303,0.0515151515151515
1177,14,25584,0.103030303030303,0.0515151515151515
1374,16,500,0.0375,0.01875
1501,16,10559,0.0875,0.04375
1502,16,10941,0.0458333333333333,0.0229166666666666
1506,16,20701,0.0403846153846153,0.0201923076923076
1508,16,20933,0.0403846153846153,0.0201923076923076
1510,16,15557,0.075,0.0375
1628,20,5482,0.0696428571428571,0.0348214285714285
1629,20,13975,0.0660714285714285,0.0330357142857142
1630,20,22544,0.0741439909297052,0.0370719954648526
1656,20,3116,0.038095238095238,0.019047619047619
1662,20,25773,0.1285714285714285,0.0642857142857142
1663,39,19463,0.0607064471879286,0.0303532235939643
1710,42,19463,0.1265432098765432,0.0632716049382716
1711,45,19521,0.1607142857142857,0.0803571428571428
2132,50,2853,0.089430894308943,0.0447154471544715
2133,50,2867,0.059620596205962,0.029810298102981
2134,50,2889,0.0670731707317073,0.0335365853658536
2135,50,2914,0.089430894308943,0.0447154471544715
2136,50,19504,0.0555555555555555,0.0277777777777777
2279,52,110,0.1078392094017094,0.0539196047008547
2285,52,22049,0.1944444444444444,0.0972222222222222
2286,52,321,0.043641859495518,0.021820929747759
2287,52,936,0.135042735042735,0.0675213675213675
2291,52,29275,0.0416666666666666,0.0208333333333333
2292,52,29343,0.0416666666666666,0.0208333333333333
2293,52,29349,0.0416666666666666,0.0208333333333333
2294,52,29351,0.0416666666666666,0.0208333333333333
2295,52,29554,0.0416666666666666,0.0208333333333333
2296,52,29847,0.0416666666666666,0.0208333333333333
2298,52,21989,0.1354166666666666,0.0677083333333333
2299,52,21993,0.1354166666666666,0.0677083333333333
2301,52,8766,0.1083333333333333,0.0541666666666666
2302,52,18310,0.1083333333333333,0.0541666666666666
2303,52,16561,0.1083333333333333,0.0541666666666666
2599,54,24985,0.0517857142857142,0.0258928571428571
2601,54,354,0.0431547619047619,0.0215773809523809
2603,54,3319,0.0431547619047619,0.0215773809523809
2607,54,20085,0.0431547619047619,0.0215773809523809
3428,58,9381,0.0722135007849293,0.0361067503924646
