0,3833
214596,15711
1074,15711
214696,15711
67204,15711
180610,15711
215024,10405
215022,15727
215024,15727
214738,15731
9452,9453
9454,15971
9456,15971
9458,15971
9460,15971
9462,15971
9464,15971
9466,15971
9468,15971
9470,15971
9472,15971
9474,15971
9476,15971
9478,15971
211334,14549
215114,14549
211396,14553
14552,14553
208730,14613
212186,14613
215834,14355
215348,14423
214500,15211
114938,15211
208756,15211
215834,15403
78294,15403
214500,15403
172742,15403
114938,15403
208756,15403
111146,15403
215438,15403
215490,14503
114938,14503
208756,14503
14504,14505
213706,15803
212506,15803
192738,15909
213826,15909
211794,15909
184514,15929
215502,15929
214522,15929
214500,15929
210360,15929
187776,15929
184294,15929
215504,15929
208798,14781
184514,12759
184514,15947
214522,11639
210360,11639
175878,5171
173578,5171
213706,5171
207074,5171
215416,5181
173578,5181
215502,15801
210360,15801
152668,15801
184294,15801
215504,15801
187626,11389
202100,13691
202100,13691
202516,13691
202108,13691
196416,165
193228,165
180138,13519
197132,13519
202128,13519
169854,13519
204296,13519
191694,13519
114860,13519
114860,13519
197132,13693
202128,13693
169854,13693
204296,13693
143380,13693
197190,13693
197190,13693
169854,11995
204296,11995
197190,15235
197190,15235
202128,1305
181420,1305
204296,1305
197190,1305
202128,13701
169854,13701
143380,13701
202128,13701
143380,13701
184116,13863
202100,13863
202100,13863
135380,13863
202442,13863
184084,13863
202060,13863
184118,13863
184118,13863
202202,13863
202516,13863
202064,13863
202066,13863
202070,13863
202070,13863
202108,13863
202026,13863
187556,15141
184118,15141
71924,15141
110154,15141
135192,13869
201858,13869
135196,13869
202100,13869
202100,13869
135380,13869
202442,13869
202442,13869
202058,13869
184084,13869
184118,13869
62400,13869
202038,13869
135490,13869
194072,13869
184120,13869
202202,13869
202202,13869
202516,13869
202064,13869
202064,13869
202066,13869
202068,13869
202070,13869
202070,13869
202108,13869
202026,13869
197190,13869
135438,13869
202110,13869
202110,13869
46096,13869
135510,13869
135442,13869
202074,13869
135448,13869
135216,13869
202076,13869
135450,13869
202100,353
184118,353
184118,353
110154,353
202108,353
202110,353
202100,13873
202100,13873
135380,13873
202442,13873
202058,13873
184084,13873
202060,13873
202060,13873
184118,13873
62400,13873
135250,13873
202350,13873
202516,13873
202064,13873
202064,13873
202066,13873
135266,13873
202070,13873
202070,13873
202108,13873
183836,13873
202110,13873
46164,13873
135442,13873
135442,13873
202076,13873
202076,13873
184118,409
197190,411
184116,13777
135192,13777
202100,13777
202100,13777
202102,13777
135380,13777
202442,13777
202058,13777
202060,13777
202060,13777
184118,13777
212490,13777
62400,13777
135250,13777
184120,13777
202516,13777
202516,13777
202064,13777
202064,13777
202066,13777
202068,13777
135266,13777
202070,13777
202070,13777
46164,13777
135510,13777
135448,13777
202076,13777
202076,13777
135450,13777
202100,13787
202100,13787
212490,13787
202516,13787
202064,13787
202066,13787
202070,13787
202070,13787
202108,13787
46096,13787
184118,1547
197190,1547
135442,13877
202202,499
202100,13821
135380,13821
135380,13821
202442,13821
202058,13821
135490,13821
202202,13821
202516,13821
202064,13821
202068,13821
201858,13833
202516,13833
202064,13833
202066,13833
202068,13833
202108,13833
191022,13835
202350,535
183834,563
135250,563
202516,563
202516,563
202516,563
135266,563
202070,563
202070,563
135442,563
135442,563
202074,563
135448,563
135448,563
135216,563
135192,13841
202100,13841
