0,197090
0,214530
0,178338
0,214948
0,214950
0,215080
0,209866
0,180842
0,214988
0,214700
0,148942
0,214968
0,148894
196612,193796
196612,189322
196612,202508
196612,192780
196612,166798
196612,182008
196612,189310
196612,189842
196612,199572
196612,188948
196612,153240
196612,202012
196612,192170
196612,199596
196612,192172
196612,188982
196612,196540
196612,202174
196612,199358
196612,196542
196612,196544
196612,196548
196612,191556
196612,196550
196612,199494
196612,208458
196612,193868
196612,193228
196612,153168
196612,175824
196612,192594
196612,166740
196612,200150
196612,166744
196612,192856
196612,203994
196612,199512
196612,193112
196612,200542
196612,199530
196612,196588
196612,196592
196612,192754
196612,194034
196612,193780
196612,199540
196612,200818
196612,194546
196612,193784
196612,193782
196612,140538
196612,166910
131084,116868
131084,208134
131084,47494
131084,212744
131084,47496
131084,58890
131084,131086
131084,88206
131084,206478
131084,215448
131084,55836
131084,214430
131084,212382
131084,150304
131084,215416
131084,206890
131084,47530
131084,206894
131084,120244
131084,205364
131084,162882
131084,172996
131084,117318
131084,171336
131084,127946
131084,125258
131084,109006
131084,124750
131084,132950
131084,204122
131084,212574
131084,212452
131084,214250
131084,214252
131084,76152
131084,124284
131084,186750
131086,116868
131086,208134
131086,47494
131086,212744
131086,47496
131086,58890
131086,126986
131086,88206
131086,206478
131086,215448
131086,55836
131086,214430
131086,212382
131086,150304
131086,215416
131086,206890
131086,47530
131086,206894
131086,120244
131086,205364
131086,162882
131086,172996
131086,117318
131086,171336
131086,127946
131086,125258
131086,109006
131086,124750
131086,132950
131086,204122
131086,212574
131086,212452
131086,214250
131086,214252
131086,76152
131086,124284
131086,186750
98408,82526
98416,115696
98416,98430
32888,204032
32888,173570
32888,206734
32888,47888
32888,199058
32888,172050
32888,212374
32888,186392
32888,215834
32888,97824
32888,213798
32888,174634
32888,173694
32888,208176
32888,205618
32888,212660
32888,186292
32888,124342
32888,213946
32888,133306
32888,213434
32888,186298
32888,56768
32888,213440
32888,174528
32888,215238
32888,206538
32888,125002
32888,150348
32888,172750
32888,109006
32888,114000
32888,184916
32888,107220
32888,212692
32888,202974
32888,185186
32888,129640
32888,197228
32888,100076
32888,202862
32888,132208
32888,206448
32888,100080
32888,109302
32888,173690
32888,124668
32888,214270
98430,115696
98430,42618
98430,42620
131226,212864
131226,161410
131226,212674
131226,212868
131226,215430
131226,122310
131226,132934
131226,132938
131226,186446
131226,133266
